id,utterance,sentiment,valence_score,confidence,session_context,source,annotator_id,created_at
sent_001969,I hear you,neutral,-0.0059686501380549,0.78,insight_moment,synthetic,ann_005,2026-03-12T01:12:00.026126Z
sent_000453,I don't want to face what's happening,negative,-0.545619892198928,0.87,routine_conversation,synthetic,ann_002,2026-03-12T01:12:00.019371Z
sent_001687,Can we move on to something else?,neutral,-0.1715964088235776,0.76,information_seeking,synthetic,ann_002,2026-03-12T01:12:00.025125Z
sent_000943,It's not perfect but it's better,positive,0.5308669519932125,0.92,processing_emotion,synthetic,ann_003,2026-03-12T01:12:00.022704Z
sent_000268,Sab kuch bekaar hai,negative,-0.4799887277544732,0.92,therapeutic_progress,synthetic,ann_005,2026-03-12T01:12:00.018795Z
sent_000991,I'm learning new ways to cope,positive,0.7371976206159694,0.87,processing_emotion,synthetic,ann_005,2026-03-12T01:12:00.022875Z
sent_000099,Main haara hua hoon ab,negative,-0.3766726734610499,0.87,processing_emotion,synthetic,ann_003,2026-03-12T01:12:00.018301Z
sent_000183,Sab kuch bekaar hai,negative,-0.8152188773425189,0.81,crisis_moment,synthetic,ann_005,2026-03-12T01:12:00.018545Z
sent_001575,I've been busy with work,neutral,0.0877770049166442,0.87,therapeutic_progress,synthetic,ann_005,2026-03-12T01:12:00.024755Z
sent_000761,I don't feel alive,negative,-0.6366618230028909,0.89,information_seeking,synthetic,ann_003,2026-03-12T01:12:00.020354Z
sent_001469,I feel so much lighter now,positive,1.0,0.83,breakthrough_realization,synthetic,ann_001,2026-03-12T01:12:00.024360Z
sent_000459,I'm done with trying,negative,-0.7225633971487292,0.78,information_seeking,synthetic,ann_001,2026-03-12T01:12:00.019390Z
sent_001675,Sab kuch normal hai,neutral,-0.0980570538854405,0.81,breakthrough_realization,synthetic,ann_002,2026-03-12T01:12:00.025086Z
sent_000342,I'm broken beyond repair,negative,-0.5967657787922104,0.82,information_seeking,synthetic,ann_001,2026-03-12T01:12:00.019023Z
sent_001674,What does cognitive distortion mean?,neutral,0.1566691673671606,0.83,insight_moment,synthetic,ann_002,2026-03-12T01:12:00.025083Z
sent_000686,I've been avoiding dealing with this,negative,-0.5196599278439132,0.83,breakthrough_realization,synthetic,ann_003,2026-03-12T01:12:00.020117Z
sent_001672,"Yes, I follow",neutral,-0.1271616714579585,0.84,processing_emotion,synthetic,ann_002,2026-03-12T01:12:00.025077Z
sent_000743,"I'm alright, completely alright",negative,-0.8031990616358177,0.91,resistance_avoidance,synthetic,ann_004,2026-03-12T01:12:00.020298Z
sent_000423,I don't deserve to feel better,negative,-0.7965117715611431,0.87,routine_conversation,synthetic,ann_003,2026-03-12T01:12:00.019278Z
sent_001952,What is the difference between anxiety and stress?,neutral,0.236171423606879,0.79,therapeutic_progress,synthetic,ann_003,2026-03-12T01:12:00.026067Z
sent_000042,I've given up trying to change things,negative,-0.7055264384165012,0.88,breakthrough_realization,synthetic,ann_001,2026-03-12T01:12:00.018136Z
sent_000431,There's no light at the end of the tunnel,negative,-0.3543622608764774,0.9,information_seeking,synthetic,ann_004,2026-03-12T01:12:00.019301Z
sent_000505,Everything feels pointless,negative,-0.4872550300807782,0.87,breakthrough_realization,synthetic,ann_002,2026-03-12T01:12:00.019531Z
sent_001421,Not as bad as I feared,positive,0.5152500857154814,0.86,insight_moment,synthetic,ann_005,2026-03-12T01:12:00.024216Z
sent_001558,Tell me more about therapeutic techniques,neutral,-0.1405301638685456,0.71,crisis_moment,synthetic,ann_005,2026-03-12T01:12:00.024698Z
sent_000213,I've been avoiding dealing with this,negative,-0.8831553266497196,0.89,processing_emotion,synthetic,ann_003,2026-03-12T01:12:00.018635Z
sent_001236,I'm surprised by how much better I feel,positive,0.6816192920689562,0.92,routine_conversation,synthetic,ann_005,2026-03-12T01:12:00.023622Z
sent_000181,Everything feels empty inside,negative,-0.4888838704125742,0.85,routine_conversation,synthetic,ann_001,2026-03-12T01:12:00.018539Z
sent_001099,"Thank you, that actually helped me see things differently",positive,0.8651437009162636,0.8,therapeutic_progress,synthetic,ann_005,2026-03-12T01:12:00.023204Z
sent_000217,Why does everything go wrong for me?,negative,-0.5430338638700334,0.82,crisis_moment,synthetic,ann_004,2026-03-12T01:12:00.018646Z
sent_000327,"I'm alright, completely alright",negative,-0.8234700807910583,0.8,crisis_moment,synthetic,ann_004,2026-03-12T01:12:00.018979Z
sent_001094,"Thank you, that actually helped me see things differently",positive,0.5542034356610125,0.88,resistance_avoidance,synthetic,ann_002,2026-03-12T01:12:00.023188Z
sent_000695,I'm feeling worse than I was before,negative,-0.2936103872899355,0.87,resistance_avoidance,synthetic,ann_005,2026-03-12T01:12:00.020145Z
sent_000285,I'm pushing all my feelings away,negative,-0.5384578198595341,0.99,therapeutic_progress,synthetic,ann_002,2026-03-12T01:12:00.018844Z
sent_001081,There are some good moments now,positive,0.6783468533362476,0.92,processing_emotion,synthetic,ann_005,2026-03-12T01:12:00.023151Z
sent_001452,At least I got through today,positive,0.7361026948141748,0.79,resistance_avoidance,synthetic,ann_005,2026-03-12T01:12:00.024309Z
sent_001771,That's logical,neutral,-0.0293474464323325,0.9,processing_emotion,synthetic,ann_005,2026-03-12T01:12:00.025412Z
sent_001478,I cooked something healthy today,positive,0.9300303007193464,0.86,routine_conversation,synthetic,ann_002,2026-03-12T01:12:00.024386Z
sent_000113,I'm just numbing myself to it all,negative,-0.422084816179277,0.81,resistance_avoidance,synthetic,ann_002,2026-03-12T01:12:00.018341Z
sent_000813,I'm a complete failure,negative,-0.4564228025267318,0.94,routine_conversation,synthetic,ann_003,2026-03-12T01:12:00.020534Z
sent_001127,I managed to go for a walk,positive,0.7674563885030148,0.92,processing_emotion,synthetic,ann_005,2026-03-12T01:12:00.023293Z
sent_001625,Understood,neutral,0.019555294484524,0.97,therapeutic_progress,synthetic,ann_003,2026-03-12T01:12:00.024929Z
sent_000738,I feel completely hopeless right now,negative,-0.4810773234759801,0.82,crisis_moment,synthetic,ann_002,2026-03-12T01:12:00.020284Z
sent_000110,Kuch bhi sahi nahi hota mere saath,negative,-0.4015315752914117,0.85,information_seeking,synthetic,ann_002,2026-03-12T01:12:00.018333Z
sent_001362,I appreciate your perspective,positive,0.8445579664046348,0.77,information_seeking,synthetic,ann_001,2026-03-12T01:12:00.024010Z
sent_001054,Not as bad as I feared,positive,0.9323937692774912,0.94,resistance_avoidance,synthetic,ann_002,2026-03-12T01:12:00.023067Z
sent_001773,I hadn't thought of it that way,neutral,-0.041865390970671,0.82,crisis_moment,synthetic,ann_002,2026-03-12T01:12:00.025419Z
sent_000162,I'm done with trying,negative,-0.4369659279526778,0.85,crisis_moment,synthetic,ann_005,2026-03-12T01:12:00.018484Z
sent_001167,I'm making tiny steps forward,positive,0.4863403726936721,0.86,processing_emotion,synthetic,ann_001,2026-03-12T01:12:00.023413Z
sent_000503,"Don't worry, I'm fine, really",negative,-0.5552187483350426,0.93,crisis_moment,synthetic,ann_005,2026-03-12T01:12:00.019526Z
sent_001874,Let's go back to what we were saying,neutral,0.0672517138089946,0.92,processing_emotion,synthetic,ann_004,2026-03-12T01:12:00.025779Z
sent_001196,I think I'm actually getting better,positive,0.5242832676189662,0.84,breakthrough_realization,synthetic,ann_002,2026-03-12T01:12:00.023500Z
sent_001974,Let's talk about something different,neutral,-0.0864235165503939,0.79,crisis_moment,synthetic,ann_002,2026-03-12T01:12:00.026148Z
sent_001426,Mujhe kuch-sa theek lag raha hai,positive,0.3585354054552072,0.83,routine_conversation,synthetic,ann_005,2026-03-12T01:12:00.024230Z
sent_000760,"It's nothing serious, I'm coping",negative,-0.8060063467809084,0.94,information_seeking,synthetic,ann_001,2026-03-12T01:12:00.020352Z
sent_001230,Today was better than yesterday,positive,0.8510762797381861,0.88,therapeutic_progress,synthetic,ann_003,2026-03-12T01:12:00.023602Z
sent_001836,Can you explain attachment theory?,neutral,0.1468730148051636,0.87,insight_moment,synthetic,ann_004,2026-03-12T01:12:00.025638Z
sent_000758,Let's just move on from this,negative,-0.8651831308305303,0.89,routine_conversation,synthetic,ann_001,2026-03-12T01:12:00.020346Z
sent_000095,This pain is unbearable,negative,-0.4009443211135033,0.83,information_seeking,synthetic,ann_003,2026-03-12T01:12:00.018291Z
sent_001170,I took a small step for myself,positive,0.7218198343619671,0.91,information_seeking,synthetic,ann_005,2026-03-12T01:12:00.023421Z
sent_001210,I feel grateful for this conversation,positive,0.4398113817793347,0.73,resistance_avoidance,synthetic,ann_005,2026-03-12T01:12:00.023543Z
sent_000636,I'm broken beyond repair,negative,-0.4843693451464482,0.91,routine_conversation,synthetic,ann_002,2026-03-12T01:12:00.019952Z
sent_000005,I'm disconnected from everything,negative,-0.6213221663569297,0.97,processing_emotion,synthetic,ann_001,2026-03-12T01:12:00.018025Z
sent_000980,I'm surprised by how much better I feel,positive,0.4321159999592991,0.86,crisis_moment,synthetic,ann_002,2026-03-12T01:12:00.022840Z
sent_000192,"It's all fine, don't worry",negative,-0.8128255032415959,0.9,insight_moment,synthetic,ann_005,2026-03-12T01:12:00.018572Z
sent_001234,I feel more optimistic,positive,0.5215717168959931,0.83,resistance_avoidance,synthetic,ann_002,2026-03-12T01:12:00.023616Z
sent_001105,Letting it out actually helped,positive,0.4852515423200959,0.99,resistance_avoidance,synthetic,ann_003,2026-03-12T01:12:00.023225Z
sent_000023,"There's nothing wrong, I'm good",negative,-0.6256267161436806,0.84,resistance_avoidance,synthetic,ann_001,2026-03-12T01:12:00.018078Z
sent_001505,I feel more in control now,positive,1.0,0.83,information_seeking,synthetic,ann_002,2026-03-12T01:12:00.024468Z
sent_001745,Can you explain attachment theory?,neutral,-0.1954629333362289,0.9,resistance_avoidance,synthetic,ann_004,2026-03-12T01:12:00.025320Z
sent_000757,I'm angry at myself for this mess,negative,-0.3958407505147915,0.93,therapeutic_progress,synthetic,ann_005,2026-03-12T01:12:00.020343Z
sent_001711,I'm just here,neutral,0.0253011835802857,0.89,therapeutic_progress,synthetic,ann_002,2026-03-12T01:12:00.025204Z
sent_001256,I noticed a small improvement,positive,1.0,0.91,insight_moment,synthetic,ann_005,2026-03-12T01:12:00.023696Z
sent_000608,I'm feeling worse than I was before,negative,-0.4283806597280903,0.91,insight_moment,synthetic,ann_005,2026-03-12T01:12:00.019864Z
sent_000050,"It's nothing serious, I'm coping",negative,-0.7010366785438548,0.89,breakthrough_realization,synthetic,ann_001,2026-03-12T01:12:00.018159Z
sent_001954,I've been busy with work,neutral,-0.0501069862823698,0.82,insight_moment,synthetic,ann_004,2026-03-12T01:12:00.026073Z
sent_001515,I think I'm actually getting better,positive,0.5098322329524245,0.85,resistance_avoidance,synthetic,ann_004,2026-03-12T01:12:00.024499Z
sent_001719,Same situation as before,neutral,0.1704128238752885,0.87,processing_emotion,synthetic,ann_002,2026-03-12T01:12:00.025232Z
sent_000065,I feel like I'm falling apart,negative,-0.7239382538764313,0.92,insight_moment,synthetic,ann_005,2026-03-12T01:12:00.018205Z
sent_000438,I feel like I'm falling apart,negative,-0.5708642377233848,0.77,processing_emotion,synthetic,ann_002,2026-03-12T01:12:00.019323Z
sent_001890,I'd like to focus on that,neutral,-0.3015372416598294,0.87,routine_conversation,synthetic,ann_004,2026-03-12T01:12:00.025834Z
sent_000678,Main har din badtar ho raha hoon,negative,-0.5896848322969681,1.03,therapeutic_progress,synthetic,ann_005,2026-03-12T01:12:00.020093Z
sent_001200,I managed to go for a walk,positive,0.4758787819540311,0.91,crisis_moment,synthetic,ann_001,2026-03-12T01:12:00.023511Z
sent_000250,"I'm okay, nothing to worry about",negative,-0.4393482603565456,0.87,routine_conversation,synthetic,ann_005,2026-03-12T01:12:00.018742Z
sent_001583,"Okay, I understand",neutral,0.0458186115743307,0.87,routine_conversation,synthetic,ann_002,2026-03-12T01:12:00.024780Z
sent_000339,I've been avoiding dealing with this,negative,-0.4629412588444114,0.88,breakthrough_realization,synthetic,ann_004,2026-03-12T01:12:00.019013Z
sent_000215,Kuch bhi sahi nahi hota mere saath,negative,-0.6313100836760315,0.82,insight_moment,synthetic,ann_005,2026-03-12T01:12:00.018641Z
sent_000562,"I'm managing, everything's fine",negative,-0.91350350616428,0.88,crisis_moment,synthetic,ann_005,2026-03-12T01:12:00.019719Z
sent_001870,Kuch naya nahi hua,neutral,-0.1709176656915897,0.94,resistance_avoidance,synthetic,ann_001,2026-03-12T01:12:00.025766Z
sent_000288,I feel completely hopeless right now,negative,-0.6555391360379609,0.9,information_seeking,synthetic,ann_004,2026-03-12T01:12:00.018852Z
sent_000790,"Don't worry, I'm fine, really",negative,-0.7739089220460754,0.9,crisis_moment,synthetic,ann_004,2026-03-12T01:12:00.020460Z
sent_001837,Can you explain attachment theory?,neutral,7.035920436891663e-05,0.82,insight_moment,synthetic,ann_005,2026-03-12T01:12:00.025641Z
sent_001545,I'm starting to feel a bit better today,positive,0.7913632334232765,0.85,information_seeking,synthetic,ann_003,2026-03-12T01:12:00.024585Z
sent_000305,I don't want to get out of bed anymore,negative,-0.8832742597190475,0.97,breakthrough_realization,synthetic,ann_001,2026-03-12T01:12:00.018902Z
sent_000820,I'm emotionally numb,negative,-0.5751891881815586,0.93,insight_moment,synthetic,ann_005,2026-03-12T01:12:00.020554Z
sent_001432,I feel more in control now,positive,0.35,0.98,resistance_avoidance,synthetic,ann_001,2026-03-12T01:12:00.024250Z
sent_001951,"Yes, I follow",neutral,-0.0916998273324878,0.98,resistance_avoidance,synthetic,ann_001,2026-03-12T01:12:00.026064Z
sent_001215,I actually made it through the day,positive,1.0,0.86,crisis_moment,synthetic,ann_004,2026-03-12T01:12:00.023558Z
sent_000131,"Everything is fine, truly",negative,-0.5956268663476426,0.9,resistance_avoidance,synthetic,ann_001,2026-03-12T01:12:00.018395Z
sent_000984,Getting this out was exactly what I needed,positive,0.8453494618293771,0.83,insight_moment,synthetic,ann_004,2026-03-12T01:12:00.022853Z
sent_000380,I feel like I'm falling apart,negative,-0.4513348052565118,0.8,processing_emotion,synthetic,ann_002,2026-03-12T01:12:00.019136Z
sent_001616,I want to learn about emotional regulation,neutral,0.1040836351168406,0.86,information_seeking,synthetic,ann_002,2026-03-12T01:12:00.024899Z
sent_001957,Life is continuing as normal,neutral,0.1977957742095353,0.74,crisis_moment,synthetic,ann_003,2026-03-12T01:12:00.026085Z
sent_000070,I'm just fine really,negative,-0.7676511621564825,0.89,breakthrough_realization,synthetic,ann_005,2026-03-12T01:12:00.018218Z
sent_001141,I'm accepting things more easily,positive,0.6287226637570495,0.88,insight_moment,synthetic,ann_003,2026-03-12T01:12:00.023334Z
sent_001700,That's an interesting perspective,neutral,-0.0074849799991524,0.93,routine_conversation,synthetic,ann_003,2026-03-12T01:12:00.025168Z
sent_000794,Each day is harder than the last,negative,-0.3930675719502638,0.99,resistance_avoidance,synthetic,ann_005,2026-03-12T01:12:00.020473Z
sent_000876,I'm done with trying,negative,-0.695708290973162,0.85,processing_emotion,synthetic,ann_003,2026-03-12T01:12:00.020733Z
sent_000376,This pain is unbearable,negative,-0.545599687297316,0.86,processing_emotion,synthetic,ann_003,2026-03-12T01:12:00.019121Z
sent_000146,This will never change,negative,-0.6361379195666144,0.89,information_seeking,synthetic,ann_001,2026-03-12T01:12:00.018438Z
sent_000970,"Thank you, that actually helped me see things differently",positive,0.3827063735793704,0.73,processing_emotion,synthetic,ann_001,2026-03-12T01:12:00.022804Z
sent_001179,At least I got through today,positive,0.696808815884156,0.77,therapeutic_progress,synthetic,ann_002,2026-03-12T01:12:00.023451Z
sent_001381,Aaj mera din badhiya gaya,positive,0.7662726962920653,0.73,breakthrough_realization,synthetic,ann_003,2026-03-12T01:12:00.024068Z
sent_000537,Everything is falling apart,negative,-0.8058082987865903,0.78,resistance_avoidance,synthetic,ann_003,2026-03-12T01:12:00.019632Z
sent_001476,I feel more in control now,positive,1.0,0.87,information_seeking,synthetic,ann_005,2026-03-12T01:12:00.024381Z
sent_000793,Sab kuch bekar lag raha hai,negative,-0.6588327909984155,0.86,processing_emotion,synthetic,ann_001,2026-03-12T01:12:00.020469Z
sent_000776,I feel completely hopeless right now,negative,-0.5451300529129377,0.9,processing_emotion,synthetic,ann_004,2026-03-12T01:12:00.020415Z
sent_000040,I'm sick of struggling like this,negative,-0.2831701204030444,0.9,routine_conversation,synthetic,ann_004,2026-03-12T01:12:00.018130Z
sent_000569,Nothing ever goes my way,negative,-0.8008191163765781,0.74,information_seeking,synthetic,ann_004,2026-03-12T01:12:00.019739Z
sent_001617,That's logical,neutral,-0.0451127054818813,0.85,processing_emotion,synthetic,ann_004,2026-03-12T01:12:00.024902Z
sent_000391,Mujhe koi umeed nahi hai,negative,-0.8914146635787406,0.8,routine_conversation,synthetic,ann_005,2026-03-12T01:12:00.019175Z
sent_000622,I'm drowning in this situation,negative,-0.7266836852298544,0.98,breakthrough_realization,synthetic,ann_001,2026-03-12T01:12:00.019907Z
sent_000326,I'm disconnected from everything,negative,-0.7811607220383577,0.9,breakthrough_realization,synthetic,ann_001,2026-03-12T01:12:00.018977Z
sent_000333,I'm feeling worse than I was before,negative,-0.3617652216512832,0.85,resistance_avoidance,synthetic,ann_001,2026-03-12T01:12:00.018995Z
sent_000270,I don't see any way out of this,negative,-0.6204352487206897,0.87,information_seeking,synthetic,ann_005,2026-03-12T01:12:00.018800Z
sent_001552,Can you tell me about CBT techniques?,neutral,-0.2298853693978579,0.76,information_seeking,synthetic,ann_002,2026-03-12T01:12:00.024669Z
sent_001676,That's logical,neutral,-0.1600380075179372,0.89,breakthrough_realization,synthetic,ann_005,2026-03-12T01:12:00.025089Z
sent_001747,Kuch toh naya samjhne kiya,neutral,-0.2107324229795413,0.83,therapeutic_progress,synthetic,ann_005,2026-03-12T01:12:00.025326Z
sent_000414,I'm broken beyond repair,negative,-0.2785226951588335,0.85,therapeutic_progress,synthetic,ann_003,2026-03-12T01:12:00.019241Z
sent_001903,Let's talk about something different,neutral,0.0291451112148734,0.91,processing_emotion,synthetic,ann_005,2026-03-12T01:12:00.025883Z
sent_000551,I can't feel anything at all,negative,-0.8482103569481905,0.98,processing_emotion,synthetic,ann_001,2026-03-12T01:12:00.019686Z
sent_000058,Everything feels empty inside,negative,-0.5993247873770888,0.79,resistance_avoidance,synthetic,ann_005,2026-03-12T01:12:00.018182Z
sent_001243,I appreciate your perspective,positive,0.6647333504724249,0.88,processing_emotion,synthetic,ann_005,2026-03-12T01:12:00.023645Z
sent_000293,Nothing ever goes my way,negative,-0.5211324646611031,0.83,processing_emotion,synthetic,ann_004,2026-03-12T01:12:00.018867Z
sent_000574,Kuch bhi sahi nahi hota mere saath,negative,-0.4067336661282013,0.87,processing_emotion,synthetic,ann_005,2026-03-12T01:12:00.019757Z
sent_000359,There's no light at the end of the tunnel,negative,-0.8228640761844283,1.01,insight_moment,synthetic,ann_003,2026-03-12T01:12:00.019071Z
sent_000031,Things have gotten so much darker,negative,-0.5154569610834385,0.98,information_seeking,synthetic,ann_005,2026-03-12T01:12:00.018103Z
sent_001787,Got it,neutral,0.0271800214073301,0.82,crisis_moment,synthetic,ann_003,2026-03-12T01:12:00.025467Z
sent_000296,I'm angry at myself for this mess,negative,-0.6592249084560462,0.89,breakthrough_realization,synthetic,ann_003,2026-03-12T01:12:00.018876Z
sent_000309,Things have gotten so much darker,negative,-0.5170229086591823,0.91,resistance_avoidance,synthetic,ann_005,2026-03-12T01:12:00.018913Z
sent_000599,I don't see any way out of this,negative,-0.7942588475235515,0.85,routine_conversation,synthetic,ann_001,2026-03-12T01:12:00.019836Z
sent_001255,I appreciate your perspective,positive,0.8079414399812179,0.97,breakthrough_realization,synthetic,ann_001,2026-03-12T01:12:00.023692Z
sent_001424,I'm surprised by how much better I feel,positive,0.8084090552455877,0.9,processing_emotion,synthetic,ann_004,2026-03-12T01:12:00.024224Z
sent_001980,My appointment is on Tuesday at 3pm,neutral,0.1873460854175296,0.89,breakthrough_realization,synthetic,ann_003,2026-03-12T01:12:00.026170Z
sent_000898,I'm broken beyond repair,negative,-0.6766699554977057,0.94,breakthrough_realization,synthetic,ann_004,2026-03-12T01:12:00.020803Z
sent_000652,Nothing I do matters anymore,negative,-0.8940602637045663,0.87,routine_conversation,synthetic,ann_005,2026-03-12T01:12:00.020011Z
sent_000382,"I'm okay, nothing to worry about",negative,-0.8192987458978187,0.9,resistance_avoidance,synthetic,ann_002,2026-03-12T01:12:00.019149Z
sent_000142,I'm angry at myself for this mess,negative,-0.6367133226482116,0.82,therapeutic_progress,synthetic,ann_003,2026-03-12T01:12:00.018427Z
sent_000051,"I'm managing, everything's fine",negative,-0.5490142322940672,0.88,resistance_avoidance,synthetic,ann_001,2026-03-12T01:12:00.018161Z
sent_000118,Nothing ever goes my way,negative,-0.9471571059308126,0.98,breakthrough_realization,synthetic,ann_004,2026-03-12T01:12:00.018356Z
sent_000556,This is infuriating beyond belief,negative,-0.7242413635858168,0.78,routine_conversation,synthetic,ann_003,2026-03-12T01:12:00.019702Z
sent_001217,I'm making tiny steps forward,positive,0.7594483871408623,0.88,routine_conversation,synthetic,ann_002,2026-03-12T01:12:00.023564Z
sent_001151,I'm managing better than I thought,positive,0.7174074669033456,0.82,routine_conversation,synthetic,ann_004,2026-03-12T01:12:00.023366Z
sent_000775,I'm angry at myself for this mess,negative,-0.9148243226816044,0.87,processing_emotion,synthetic,ann_005,2026-03-12T01:12:00.020412Z
sent_001138,There are some good moments now,positive,0.8282098983115924,0.86,breakthrough_realization,synthetic,ann_003,2026-03-12T01:12:00.023325Z
sent_000816,I'm broken beyond repair,negative,-0.8618484410058012,0.85,processing_emotion,synthetic,ann_003,2026-03-12T01:12:00.020542Z
sent_000705,Everything is falling apart,negative,-0.8945916628827877,0.85,crisis_moment,synthetic,ann_003,2026-03-12T01:12:00.020178Z
sent_001877,Mera appointment Tuesday ko hai,neutral,-0.172299218174369,0.81,crisis_moment,synthetic,ann_001,2026-03-12T01:12:00.025789Z
sent_001753,I've been busy with work,neutral,-0.0377530888934683,0.87,insight_moment,synthetic,ann_005,2026-03-12T01:12:00.025347Z
sent_000706,"Everything is fine, truly",negative,-0.8644639467699002,0.84,resistance_avoidance,synthetic,ann_005,2026-03-12T01:12:00.020181Z
sent_001074,I'm managing better than I thought,positive,0.6220426767307287,0.75,resistance_avoidance,synthetic,ann_002,2026-03-12T01:12:00.023128Z
sent_000084,Mujhe koi umeed nahi hai,negative,-0.7847156950516918,0.82,information_seeking,synthetic,ann_003,2026-03-12T01:12:00.018258Z
sent_001258,I'm grateful for having support,positive,0.4728471894367919,0.76,resistance_avoidance,synthetic,ann_002,2026-03-12T01:12:00.023702Z
sent_001666,Let's go back to what we were saying,neutral,0.2201671687947614,0.84,crisis_moment,synthetic,ann_002,2026-03-12T01:12:00.025059Z
sent_001408,I'm finding strength I didn't know I had,positive,0.4172592192944045,0.77,breakthrough_realization,synthetic,ann_003,2026-03-12T01:12:00.024170Z
sent_001979,I want to learn about emotional regulation,neutral,-0.0111625606676515,1.0,processing_emotion,synthetic,ann_003,2026-03-12T01:12:00.026167Z
sent_000526,I don't feel alive,negative,-0.2591088642022834,0.83,breakthrough_realization,synthetic,ann_005,2026-03-12T01:12:00.019598Z
sent_001576,Yeh samajh aaya,neutral,-0.0193027435824464,0.85,information_seeking,synthetic,ann_005,2026-03-12T01:12:00.024758Z
sent_000072,Main har din badtar ho raha hoon,negative,-0.4926746649358662,0.88,information_seeking,synthetic,ann_002,2026-03-12T01:12:00.018224Z
sent_001855,That's noted,neutral,-0.2402159658366591,0.89,breakthrough_realization,synthetic,ann_001,2026-03-12T01:12:00.025705Z
sent_001000,I feel lighter than I did,positive,0.5273806018412768,0.9,information_seeking,synthetic,ann_004,2026-03-12T01:12:00.022903Z
sent_001160,I appreciate your perspective,positive,0.5618467301800397,0.85,breakthrough_realization,synthetic,ann_002,2026-03-12T01:12:00.023393Z
sent_000704,This pain is unbearable,negative,-0.3321537047727164,0.86,processing_emotion,synthetic,ann_005,2026-03-12T01:12:00.020175Z
sent_001631,"Yes, I follow",neutral,0.0788265130536847,0.88,breakthrough_realization,synthetic,ann_003,2026-03-12T01:12:00.024947Z
sent_001710,I'm getting through the days,neutral,-0.0670952647595135,0.77,resistance_avoidance,synthetic,ann_002,2026-03-12T01:12:00.025201Z
sent_001327,"That makes sense, thank you",positive,0.6920717476496903,0.89,breakthrough_realization,synthetic,ann_004,2026-03-12T01:12:00.023907Z
sent_001073,I'm making tiny steps forward,positive,0.6789559994950031,0.82,crisis_moment,synthetic,ann_002,2026-03-12T01:12:00.023126Z
sent_001856,What should we discuss next?,neutral,0.1788152337546111,0.92,resistance_avoidance,synthetic,ann_004,2026-03-12T01:12:00.025708Z
sent_001420,I've had a breakthrough moment,positive,0.5687953620769066,0.95,processing_emotion,synthetic,ann_004,2026-03-12T01:12:00.024213Z
sent_000262,Sab kuch bekar lag raha hai,negative,-0.7340976932146226,0.8,crisis_moment,synthetic,ann_005,2026-03-12T01:12:00.018779Z
sent_000440,Things have gotten so much darker,negative,-0.702211181350197,0.9,processing_emotion,synthetic,ann_004,2026-03-12T01:12:00.019329Z
sent_000771,I hate feeling this powerless,negative,-0.6073271887834524,0.89,routine_conversation,synthetic,ann_005,2026-03-12T01:12:00.020400Z
