id,utterance,sentiment,valence_score,confidence,session_context,source,annotator_id,created_at
sent_000793,Sab kuch bekar lag raha hai,negative,-0.6588327909984155,0.86,processing_emotion,synthetic,ann_001,2026-03-12T01:12:00.020469Z
sent_000030,I hate feeling this powerless,negative,-0.585758934600071,0.83,processing_emotion,synthetic,ann_005,2026-03-12T01:12:00.018101Z
sent_000629,I'm pushing all my feelings away,negative,-0.4601813654306539,0.87,processing_emotion,synthetic,ann_005,2026-03-12T01:12:00.019927Z
sent_000945,Not as bad as I feared,positive,0.9149769236397969,0.94,crisis_moment,synthetic,ann_003,2026-03-12T01:12:00.022710Z
sent_000573,I'm disconnected from everything,negative,-0.5826951870224004,0.84,resistance_avoidance,synthetic,ann_001,2026-03-12T01:12:00.019754Z
sent_000908,I feel so much lighter now,positive,0.3851727165667119,0.78,insight_moment,synthetic,ann_004,2026-03-12T01:12:00.022596Z
sent_001081,There are some good moments now,positive,0.6783468533362476,0.92,processing_emotion,synthetic,ann_005,2026-03-12T01:12:00.023151Z
sent_000451,Mujhe koi umeed nahi hai,negative,-0.3517367658934142,0.96,resistance_avoidance,synthetic,ann_003,2026-03-12T01:12:00.019365Z
sent_001610,"Yes, I follow",neutral,0.02082632593497509,0.82,information_seeking,synthetic,ann_004,2026-03-12T01:12:00.024880Z
sent_001291,I had a good cry and felt relieved,positive,0.4951350050073994,0.91,routine_conversation,synthetic,ann_002,2026-03-12T01:12:00.023799Z
sent_001079,I pushed myself just a little bit,positive,0.6275774113171078,0.85,processing_emotion,synthetic,ann_001,2026-03-12T01:12:00.023144Z
sent_000255,Sab kuch bekaar hai,negative,-0.7227315368111494,0.96,therapeutic_progress,synthetic,ann_003,2026-03-12T01:12:00.018759Z
sent_000125,I don't see any way out of this,negative,-0.27429162615607827,0.78,resistance_avoidance,synthetic,ann_001,2026-03-12T01:12:00.018379Z
sent_001928,My appointment is on Tuesday at 3pm,neutral,-0.0867326946584437,0.79,breakthrough_realization,synthetic,ann_004,2026-03-12T01:12:00.025987Z
sent_000252,I don't feel alive,negative,-0.7048049077963037,0.87,crisis_moment,synthetic,ann_002,2026-03-12T01:12:00.018750Z
sent_000586,"I'm fine, everything is okay",negative,-0.8063527815352651,0.96,routine_conversation,synthetic,ann_003,2026-03-12T01:12:00.019794Z
sent_001569,That's logical,neutral,-0.12462438038692622,0.85,information_seeking,synthetic,ann_001,2026-03-12T01:12:00.024736Z
sent_000825,Main haara hua hoon ab,negative,-0.43652444789429873,0.84,routine_conversation,synthetic,ann_005,2026-03-12T01:12:00.020571Z
sent_000508,I don't want to face what's happening,negative,-0.9132056047794685,0.91,breakthrough_realization,synthetic,ann_001,2026-03-12T01:12:00.019542Z
sent_000890,This is infuriating beyond belief,negative,-0.8251251609023735,0.77,insight_moment,synthetic,ann_004,2026-03-12T01:12:00.020778Z
sent_000071,This will never change,negative,-0.6503349715212289,0.85,resistance_avoidance,synthetic,ann_005,2026-03-12T01:12:00.018221Z
sent_001609,What should we discuss next?,neutral,0.26291301345984297,0.88,insight_moment,synthetic,ann_002,2026-03-12T01:12:00.024877Z
sent_001533,I'm finding strength I didn't know I had,positive,0.6007015317995267,0.92,crisis_moment,synthetic,ann_004,2026-03-12T01:12:00.024551Z
sent_000248,"Don't worry, I'm fine, really",negative,-0.4867145529723449,0.82,information_seeking,synthetic,ann_001,2026-03-12T01:12:00.018737Z
sent_001451,I did something good for myself today,positive,0.6809111906661721,0.83,breakthrough_realization,synthetic,ann_001,2026-03-12T01:12:00.024306Z
sent_000213,I've been avoiding dealing with this,negative,-0.8831553266497196,0.89,processing_emotion,synthetic,ann_003,2026-03-12T01:12:00.018635Z
sent_000910,I'm finally able to breathe easier,positive,0.5617615159301528,0.96,insight_moment,synthetic,ann_005,2026-03-12T01:12:00.022601Z
sent_001742,"Okay, I understand",neutral,-0.21817520405795937,0.82,processing_emotion,synthetic,ann_003,2026-03-12T01:12:00.025310Z
sent_001245,I'm proud of myself for that,positive,0.8549571920933458,0.84,resistance_avoidance,synthetic,ann_005,2026-03-12T01:12:00.023651Z
sent_001697,What is the difference between anxiety and stress?,neutral,-0.07233834966895096,0.89,breakthrough_realization,synthetic,ann_002,2026-03-12T01:12:00.025157Z
sent_001183,I feel more at peace now,positive,0.7571054174046786,0.99,processing_emotion,synthetic,ann_003,2026-03-12T01:12:00.023462Z
sent_000362,"Everything is fine, truly",negative,-0.42555073471735816,0.92,processing_emotion,synthetic,ann_005,2026-03-12T01:12:00.019079Z
sent_001474,Aaj mujhe thoda acha lag raha hai,positive,0.7675277491339987,0.93,crisis_moment,synthetic,ann_003,2026-03-12T01:12:00.024375Z
sent_000679,This will never change,negative,-0.5709924420976443,0.95,resistance_avoidance,synthetic,ann_002,2026-03-12T01:12:00.020096Z
sent_001622,I hear you,neutral,0.14050105778593686,0.94,therapeutic_progress,synthetic,ann_003,2026-03-12T01:12:00.024917Z
sent_001090,I feel more at peace now,positive,0.5750579304774193,0.87,therapeutic_progress,synthetic,ann_004,2026-03-12T01:12:00.023177Z
sent_001988,I'm just here,neutral,0.00820597922668901,0.88,routine_conversation,synthetic,ann_002,2026-03-12T01:12:00.026207Z
sent_001848,I see what you're saying,neutral,0.03838636591535333,0.85,insight_moment,synthetic,ann_005,2026-03-12T01:12:00.025682Z
sent_000988,Today was better than yesterday,positive,1.0,0.93,therapeutic_progress,synthetic,ann_003,2026-03-12T01:12:00.022866Z
sent_001513,I'm accepting things more easily,positive,0.9498569505345613,0.91,therapeutic_progress,synthetic,ann_003,2026-03-12T01:12:00.024493Z
sent_000112,I'm just fine really,negative,-0.5703360067339591,0.76,therapeutic_progress,synthetic,ann_003,2026-03-12T01:12:00.018338Z
sent_001488,I feel hopeful about the future,positive,0.6564043154263205,0.88,routine_conversation,synthetic,ann_003,2026-03-12T01:12:00.024417Z
sent_001454,I'm becoming more aware of myself,positive,0.4780304596005515,0.89,insight_moment,synthetic,ann_004,2026-03-12T01:12:00.024315Z
sent_000384,I don't want to talk about it,negative,-0.6528018428023636,0.75,breakthrough_realization,synthetic,ann_005,2026-03-12T01:12:00.019156Z
sent_001396,I'm finding strength I didn't know I had,positive,0.6596400109152581,0.98,insight_moment,synthetic,ann_003,2026-03-12T01:12:00.024113Z
sent_001055,I think I'm actually getting better,positive,0.856960798507116,0.88,therapeutic_progress,synthetic,ann_001,2026-03-12T01:12:00.023070Z
sent_000756,I feel nothing anymore,negative,-0.5083654415195225,0.95,routine_conversation,synthetic,ann_002,2026-03-12T01:12:00.020340Z
sent_000325,Everything feels pointless,negative,-0.7762846553271613,0.76,therapeutic_progress,synthetic,ann_001,2026-03-12T01:12:00.018974Z
sent_001624,Kuch naya nahi hua,neutral,-0.07144263341338947,0.82,processing_emotion,synthetic,ann_002,2026-03-12T01:12:00.024926Z
sent_000788,"I'm fine, everything is okay",negative,-0.7817120984165175,0.87,processing_emotion,synthetic,ann_002,2026-03-12T01:12:00.020454Z
sent_000369,I don't see any way out of this,negative,-0.25,0.91,crisis_moment,synthetic,ann_001,2026-03-12T01:12:00.019099Z
sent_001820,My appointment is on Tuesday at 3pm,neutral,0.10611350388720811,0.89,resistance_avoidance,synthetic,ann_002,2026-03-12T01:12:00.025583Z
sent_000070,I'm just fine really,negative,-0.7676511621564825,0.89,breakthrough_realization,synthetic,ann_005,2026-03-12T01:12:00.018218Z
sent_000858,I'm not going to think about it,negative,-0.6314958121112576,0.86,information_seeking,synthetic,ann_004,2026-03-12T01:12:00.020677Z
sent_001484,I'm accepting things more easily,positive,0.9836242448137836,0.89,breakthrough_realization,synthetic,ann_001,2026-03-12T01:12:00.024404Z
sent_001556,Aaj bhi aisa hi tha,neutral,-0.3258710659655365,0.78,processing_emotion,synthetic,ann_001,2026-03-12T01:12:00.024692Z
sent_001692,Things remain the same,neutral,-0.04462500679752585,0.79,information_seeking,synthetic,ann_003,2026-03-12T01:12:00.025140Z
sent_001475,I'm finally able to breathe easier,positive,0.8855892673152027,0.92,processing_emotion,synthetic,ann_005,2026-03-12T01:12:00.024378Z
sent_001799,That makes sense,neutral,-0.35,0.82,crisis_moment,synthetic,ann_001,2026-03-12T01:12:00.025508Z
sent_000479,I feel like I'm falling apart,negative,-0.7105402075779261,0.97,information_seeking,synthetic,ann_004,2026-03-12T01:12:00.019452Z
sent_000282,I don't deserve to feel better,negative,-0.5948678770983046,0.9,therapeutic_progress,synthetic,ann_004,2026-03-12T01:12:00.018834Z
sent_001648,Same situation as before,neutral,0.1649561322094474,1.02,therapeutic_progress,synthetic,ann_002,2026-03-12T01:12:00.025001Z
sent_001557,Mera appointment Tuesday ko hai,neutral,0.01904189305117942,0.89,resistance_avoidance,synthetic,ann_004,2026-03-12T01:12:00.024695Z
sent_001730,That's noted,neutral,-0.05268124302947999,0.9,therapeutic_progress,synthetic,ann_005,2026-03-12T01:12:00.025269Z
sent_000211,I'm just fine really,negative,-0.8551217066113662,0.87,therapeutic_progress,synthetic,ann_001,2026-03-12T01:12:00.018630Z
sent_000298,I don't see any way out of this,negative,-0.6546417528409411,0.96,therapeutic_progress,synthetic,ann_001,2026-03-12T01:12:00.018883Z
sent_001885,What should we discuss next?,neutral,-0.11427917432445275,0.89,processing_emotion,synthetic,ann_005,2026-03-12T01:12:00.025818Z
sent_001834,That's noted,neutral,0.06702183932950774,0.92,crisis_moment,synthetic,ann_002,2026-03-12T01:12:00.025632Z
sent_000652,Nothing I do matters anymore,negative,-0.8940602637045663,0.87,routine_conversation,synthetic,ann_005,2026-03-12T01:12:00.020011Z
sent_001234,I feel more optimistic,positive,0.5215717168959931,0.83,resistance_avoidance,synthetic,ann_002,2026-03-12T01:12:00.023616Z
sent_001503,Letting it out actually helped,positive,0.7683625544147918,0.87,crisis_moment,synthetic,ann_005,2026-03-12T01:12:00.024461Z
sent_001932,I'd like to focus on that,neutral,0.0717412911241718,0.73,breakthrough_realization,synthetic,ann_004,2026-03-12T01:12:00.025999Z
sent_000917,I'm managing better than I thought,positive,0.35,0.91,information_seeking,synthetic,ann_005,2026-03-12T01:12:00.022622Z
sent_000994,I had a good cry and felt relieved,positive,0.7593601747501161,0.76,insight_moment,synthetic,ann_001,2026-03-12T01:12:00.022883Z
sent_000430,I'm just going through the motions,negative,-0.7056729040055196,0.83,insight_moment,synthetic,ann_002,2026-03-12T01:12:00.019298Z
sent_001371,I feel so much better after talking about it,positive,0.6237837853728773,0.89,resistance_avoidance,synthetic,ann_004,2026-03-12T01:12:00.024038Z
sent_000240,I'm done with trying,negative,-0.8562849179906953,0.77,breakthrough_realization,synthetic,ann_004,2026-03-12T01:12:00.018715Z
sent_000880,I don't want to face what's happening,negative,-0.35468996499233907,0.8,insight_moment,synthetic,ann_005,2026-03-12T01:12:00.020745Z
sent_000621,"I'm fine, everything is okay",negative,-0.5774655926708464,0.82,routine_conversation,synthetic,ann_005,2026-03-12T01:12:00.019904Z
sent_000257,This pain is unbearable,negative,-0.7352105620055142,0.88,routine_conversation,synthetic,ann_001,2026-03-12T01:12:00.018764Z
sent_000612,"Everything is fine, truly",negative,-0.41967201223594885,0.95,therapeutic_progress,synthetic,ann_005,2026-03-12T01:12:00.019877Z
sent_000545,"Everything is fine, truly",negative,-0.623999579625407,0.9,therapeutic_progress,synthetic,ann_001,2026-03-12T01:12:00.019659Z
sent_000772,"I'm fine, everything is okay",negative,-0.42412491644226025,0.82,processing_emotion,synthetic,ann_003,2026-03-12T01:12:00.020403Z
sent_001420,I've had a breakthrough moment,positive,0.5687953620769066,0.95,processing_emotion,synthetic,ann_004,2026-03-12T01:12:00.024213Z
sent_001042,I'm grateful for having support,positive,0.7904927907046697,0.93,crisis_moment,synthetic,ann_001,2026-03-12T01:12:00.023031Z
sent_001790,Things remain the same,neutral,-0.0937819079607416,0.92,breakthrough_realization,synthetic,ann_001,2026-03-12T01:12:00.025478Z
sent_000760,"It's nothing serious, I'm coping",negative,-0.8060063467809084,0.94,information_seeking,synthetic,ann_001,2026-03-12T01:12:00.020352Z
sent_000383,"Everything is fine, truly",negative,-0.5060997310227361,0.95,resistance_avoidance,synthetic,ann_001,2026-03-12T01:12:00.019153Z
sent_001104,I had a good cry and felt relieved,positive,0.39755349834174125,0.85,information_seeking,synthetic,ann_002,2026-03-12T01:12:00.023221Z
sent_000974,I feel so much lighter now,positive,0.6787419889203558,0.93,therapeutic_progress,synthetic,ann_005,2026-03-12T01:12:00.022823Z
sent_000353,Main har din badtar ho raha hoon,negative,-0.7274643451803995,0.97,insight_moment,synthetic,ann_003,2026-03-12T01:12:00.019054Z
sent_001606,What is the difference between anxiety and stress?,neutral,-0.31346957941666176,0.84,resistance_avoidance,synthetic,ann_003,2026-03-12T01:12:00.024868Z
sent_001826,I need information about mindfulness,neutral,0.1377462119339524,0.91,therapeutic_progress,synthetic,ann_005,2026-03-12T01:12:00.025604Z
sent_001037,I noticed a small improvement,positive,0.6897802499271194,0.87,information_seeking,synthetic,ann_004,2026-03-12T01:12:00.023012Z
sent_001108,I had a good cry and felt relieved,positive,0.5533116085309238,0.8,routine_conversation,synthetic,ann_004,2026-03-12T01:12:00.023237Z
sent_000495,"There's nothing wrong, I'm good",negative,-0.6762203751408911,0.91,crisis_moment,synthetic,ann_001,2026-03-12T01:12:00.019502Z
sent_000394,I'm angry at myself for this mess,negative,-0.8276908724840243,0.87,processing_emotion,synthetic,ann_005,2026-03-12T01:12:00.019184Z
sent_001547,"Thank you, that actually helped me see things differently",positive,0.9240652018472063,0.95,processing_emotion,synthetic,ann_002,2026-03-12T01:12:00.024592Z
sent_000465,I'm angry at myself for this mess,negative,-0.6134458394201261,0.86,resistance_avoidance,synthetic,ann_003,2026-03-12T01:12:00.019408Z
sent_000887,I don't want to get out of bed anymore,negative,-0.4564475912431889,0.94,resistance_avoidance,synthetic,ann_003,2026-03-12T01:12:00.020767Z
sent_001194,I feel clearer now after that,positive,0.5855328453247677,0.8,therapeutic_progress,synthetic,ann_001,2026-03-12T01:12:00.023493Z
sent_000367,I'm just fine really,negative,-0.25,0.95,breakthrough_realization,synthetic,ann_005,2026-03-12T01:12:00.019093Z
sent_001894,Understood,neutral,0.11517687898188717,0.87,information_seeking,synthetic,ann_005,2026-03-12T01:12:00.025848Z
sent_001874,Let's go back to what we were saying,neutral,0.06725171380899465,0.92,processing_emotion,synthetic,ann_004,2026-03-12T01:12:00.025779Z
sent_000745,"I'm okay, nothing to worry about",negative,-0.3009718312301993,0.87,crisis_moment,synthetic,ann_005,2026-03-12T01:12:00.020304Z
sent_000530,I don't want to get out of bed anymore,negative,-0.7124314413403522,0.74,insight_moment,synthetic,ann_001,2026-03-12T01:12:00.019609Z
sent_000803,I'm sick of struggling like this,negative,-0.7199841536404774,0.87,breakthrough_realization,synthetic,ann_002,2026-03-12T01:12:00.020501Z
sent_001224,I managed to get out of bed today,positive,0.7366163786441892,0.82,therapeutic_progress,synthetic,ann_003,2026-03-12T01:12:00.023584Z
sent_001979,I want to learn about emotional regulation,neutral,-0.01116256066765152,1.0,processing_emotion,synthetic,ann_003,2026-03-12T01:12:00.026167Z
sent_001906,That's logical,neutral,-0.0015142147987920358,0.88,therapeutic_progress,synthetic,ann_005,2026-03-12T01:12:00.025892Z
sent_001700,That's an interesting perspective,neutral,-0.007484979999152465,0.93,routine_conversation,synthetic,ann_003,2026-03-12T01:12:00.025168Z
sent_001545,I'm starting to feel a bit better today,positive,0.7913632334232765,0.85,information_seeking,synthetic,ann_003,2026-03-12T01:12:00.024585Z
sent_001314,I feel like a weight has lifted,positive,0.35,0.82,breakthrough_realization,synthetic,ann_001,2026-03-12T01:12:00.023871Z
sent_000307,"Everything is fine, truly",negative,-0.7621958346443181,0.92,information_seeking,synthetic,ann_002,2026-03-12T01:12:00.018907Z
sent_001667,I've been busy with work,neutral,-0.33197482123674027,0.85,breakthrough_realization,synthetic,ann_001,2026-03-12T01:12:00.025062Z
sent_000863,I can't feel anything at all,negative,-0.6433140008969913,0.91,processing_emotion,synthetic,ann_005,2026-03-12T01:12:00.020692Z
sent_001567,I'm just here,neutral,0.012983438988608521,0.9,processing_emotion,synthetic,ann_002,2026-03-12T01:12:00.024729Z
sent_000531,I'm drowning in this situation,negative,-0.35667937737879796,0.88,processing_emotion,synthetic,ann_001,2026-03-12T01:12:00.019612Z
sent_000655,I'm slipping deeper into this hole,negative,-0.6271840110659,0.87,crisis_moment,synthetic,ann_001,2026-03-12T01:12:00.020020Z
sent_001260,I had a good cry and felt relieved,positive,0.5282363462295223,0.8,routine_conversation,synthetic,ann_004,2026-03-12T01:12:00.023708Z
sent_000234,I don't know what I feel,negative,-0.36050614052293783,0.83,breakthrough_realization,synthetic,ann_002,2026-03-12T01:12:00.018696Z
sent_000121,I'm just going through the motions,negative,-0.4032720055700795,0.89,insight_moment,synthetic,ann_005,2026-03-12T01:12:00.018364Z
sent_001698,Aaj bhi aisa hi tha,neutral,0.1253178825142521,0.91,processing_emotion,synthetic,ann_004,2026-03-12T01:12:00.025160Z
sent_000950,I'm learning to be kinder to myself,positive,0.49972552127849007,0.85,information_seeking,synthetic,ann_002,2026-03-12T01:12:00.022725Z
sent_000618,"I'm alright, completely alright",negative,-0.5344175803456568,0.89,routine_conversation,synthetic,ann_005,2026-03-12T01:12:00.019895Z
sent_001179,At least I got through today,positive,0.696808815884156,0.77,therapeutic_progress,synthetic,ann_002,2026-03-12T01:12:00.023451Z
sent_000308,Mujhe koi umeed nahi hai,negative,-0.36740503403254354,0.88,resistance_avoidance,synthetic,ann_003,2026-03-12T01:12:00.018910Z
sent_000136,I'm pushing all my feelings away,negative,-0.43343469543768637,0.87,resistance_avoidance,synthetic,ann_002,2026-03-12T01:12:00.018409Z
sent_000555,I feel like I'm falling apart,negative,-0.4507018831677392,0.89,information_seeking,synthetic,ann_004,2026-03-12T01:12:00.019699Z
sent_001674,What does cognitive distortion mean?,neutral,0.15666916736716063,0.83,insight_moment,synthetic,ann_002,2026-03-12T01:12:00.025083Z
sent_000584,I feel completely hopeless right now,negative,-0.9460122888399933,0.95,information_seeking,synthetic,ann_001,2026-03-12T01:12:00.019788Z
sent_001641,Tell me more about therapeutic techniques,neutral,-0.20457677641824767,0.84,breakthrough_realization,synthetic,ann_001,2026-03-12T01:12:00.024979Z
sent_000671,I'm not going to think about it,negative,-0.4706874390132544,0.88,insight_moment,synthetic,ann_001,2026-03-12T01:12:00.020071Z
sent_000835,Everything feels empty inside,negative,-0.38349586681946446,0.84,routine_conversation,synthetic,ann_002,2026-03-12T01:12:00.020602Z
sent_000110,Kuch bhi sahi nahi hota mere saath,negative,-0.4015315752914117,0.85,information_seeking,synthetic,ann_002,2026-03-12T01:12:00.018333Z
sent_001165,I'm looking forward to working on this,positive,0.6537238282217119,0.79,insight_moment,synthetic,ann_003,2026-03-12T01:12:00.023407Z
sent_001960,I acknowledge that,neutral,-0.020463561144373928,0.9,insight_moment,synthetic,ann_005,2026-03-12T01:12:00.026097Z
sent_001465,I'm surprised by how much better I feel,positive,0.5943833241677778,1.02,crisis_moment,synthetic,ann_002,2026-03-12T01:12:00.024348Z
sent_001729,I've been busy with work,neutral,0.11535177494868373,1.0,insight_moment,synthetic,ann_003,2026-03-12T01:12:00.025265Z
sent_001243,I appreciate your perspective,positive,0.6647333504724249,0.88,processing_emotion,synthetic,ann_005,2026-03-12T01:12:00.023645Z
sent_000212,I'm feeling worse than I was before,negative,-0.5026973265573829,0.91,breakthrough_realization,synthetic,ann_005,2026-03-12T01:12:00.018633Z
sent_001768,What is the difference between anxiety and stress?,neutral,-0.043103050560720314,0.84,therapeutic_progress,synthetic,ann_005,2026-03-12T01:12:00.025401Z
sent_001121,That conversation really helped me,positive,0.6569370187966137,0.85,insight_moment,synthetic,ann_003,2026-03-12T01:12:00.023276Z
sent_000680,This will never change,negative,-0.4292871062652052,0.9,breakthrough_realization,synthetic,ann_001,2026-03-12T01:12:00.020099Z
sent_001951,"Yes, I follow",neutral,-0.09169982733248781,0.98,resistance_avoidance,synthetic,ann_001,2026-03-12T01:12:00.026064Z
sent_001839,I need information about mindfulness,neutral,0.022695479772402098,0.95,crisis_moment,synthetic,ann_002,2026-03-12T01:12:00.025650Z
sent_000412,I don't feel alive,negative,-0.668288217352063,0.94,insight_moment,synthetic,ann_003,2026-03-12T01:12:00.019235Z
sent_001325,Parts of me feel hopeful,positive,0.5414422271052174,1.04,crisis_moment,synthetic,ann_004,2026-03-12T01:12:00.023901Z
sent_000783,Everything feels empty inside,negative,-0.8129293574233328,0.94,crisis_moment,synthetic,ann_005,2026-03-12T01:12:00.020439Z
sent_001346,I'm proud of myself for that,positive,0.5009323192372384,0.86,therapeutic_progress,synthetic,ann_005,2026-03-12T01:12:00.023963Z
sent_000875,Each day is harder than the last,negative,-0.4693366633921462,0.83,routine_conversation,synthetic,ann_004,2026-03-12T01:12:00.020730Z
sent_001653,Let's go back to what we were saying,neutral,0.15587136654749464,0.96,information_seeking,synthetic,ann_002,2026-03-12T01:12:00.025017Z
sent_001279,I actually made it through the day,positive,0.48250202683223725,0.87,insight_moment,synthetic,ann_004,2026-03-12T01:12:00.023765Z
sent_000786,My situation is only getting worse,negative,-0.5093569913364029,0.75,therapeutic_progress,synthetic,ann_005,2026-03-12T01:12:00.020449Z
sent_001819,Can you tell me about CBT techniques?,neutral,-0.11312456099058134,0.95,resistance_avoidance,synthetic,ann_002,2026-03-12T01:12:00.025580Z
sent_001199,I feel lighter than I did,positive,0.9324066424487527,1.07,breakthrough_realization,synthetic,ann_001,2026-03-12T01:12:00.023508Z
sent_000808,"There's nothing wrong, I'm good",negative,-0.468183085858493,0.92,information_seeking,synthetic,ann_001,2026-03-12T01:12:00.020519Z
sent_000713,Main har din badtar ho raha hoon,negative,-0.8032389990852872,0.92,routine_conversation,synthetic,ann_001,2026-03-12T01:12:00.020205Z
sent_001991,I've been busy with work,neutral,0.022590820008045624,0.98,routine_conversation,synthetic,ann_004,2026-03-12T01:12:00.026221Z
sent_001660,Sab kuch normal hai,neutral,0.026864959392416017,0.82,resistance_avoidance,synthetic,ann_004,2026-03-12T01:12:00.025039Z
sent_001191,I'm learning new ways to cope,positive,0.9077814102358019,0.72,resistance_avoidance,synthetic,ann_002,2026-03-12T01:12:00.023484Z
sent_001226,I feel grateful for this conversation,positive,0.4926233809042422,0.94,information_seeking,synthetic,ann_002,2026-03-12T01:12:00.023590Z
sent_000603,I'm pushing all my feelings away,negative,-0.27456362879639695,0.88,therapeutic_progress,synthetic,ann_004,2026-03-12T01:12:00.019849Z
sent_000271,I'm slipping deeper into this hole,negative,-0.43174442960736004,0.9,crisis_moment,synthetic,ann_005,2026-03-12T01:12:00.018803Z
sent_001385,I actually made it through the day,positive,0.6036216285923887,0.9,information_seeking,synthetic,ann_001,2026-03-12T01:12:00.024079Z
sent_000232,I'm a complete failure,negative,-0.412821444570897,0.73,processing_emotion,synthetic,ann_003,2026-03-12T01:12:00.018690Z
sent_000050,"It's nothing serious, I'm coping",negative,-0.7010366785438548,0.89,breakthrough_realization,synthetic,ann_001,2026-03-12T01:12:00.018159Z
sent_000463,"It's all fine, don't worry",negative,-0.8045015915170053,0.87,routine_conversation,synthetic,ann_002,2026-03-12T01:12:00.019401Z
sent_001106,I managed to go for a walk,positive,0.8137876249014419,0.89,breakthrough_realization,synthetic,ann_004,2026-03-12T01:12:00.023228Z
sent_000856,Sab kuch bekaar hai,negative,-0.8477804099170066,0.97,processing_emotion,synthetic,ann_004,2026-03-12T01:12:00.020670Z
sent_000694,Kuch bhi theek nahi hai mere liye,negative,-0.8773164686432078,0.89,processing_emotion,synthetic,ann_004,2026-03-12T01:12:00.020142Z
sent_001552,Can you tell me about CBT techniques?,neutral,-0.2298853693978579,0.76,information_seeking,synthetic,ann_002,2026-03-12T01:12:00.024669Z
sent_001873,Aaj bhi aisa hi tha,neutral,-0.17362691378193684,0.77,insight_moment,synthetic,ann_001,2026-03-12T01:12:00.025776Z
